Key,Item Type,Publication Year,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Status,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\B3GTKVSW\7910612.html,,,Classification algorithms; cloud computing; learning (artificial intelligence); machine learning; Cloud computing; Computational modeling; Computer crime; Adaptation models; cloud virtual networks; computer network security; data mining; Data mining; DDoS detection model; distributed denial-of-service attack; false detection minimization; Heuristic algorithms; legitimate user possibility reduction; minimisation; Netflow protocol; relearning; relearning pool; self-learning; self-learning method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (EIConRus),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\JXZ3TTX9\7987186.html,,,cloud computing; learning (artificial intelligence); Machine learning algorithms; Cloud computing; Machine Learning; Virtual machine monitors; Feature extraction; virtual machines; network traffic; Computer crime; computer network security; Cloud Computing; Cloud Provider; cloud server hypervisor; DDOS attack; denial of service attacks; machine learning based DDoS attack detection; network packages; network security; Servers; statistical analysis; statistical information; telecommunication computing; Virtual Machine Monitor; Virtual machining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE 4th International Conference on Cyber Security and Cloud Computing (CSCloud),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\RQ7DWJ52\8442992.html,,,Classification algorithms; learning (artificial intelligence); Anomaly detection; Machine Learning; machine learning approaches; Security; Machine learning; pattern classification; Support vector machines; telecommunication computing; Bayes methods; Bayesian classification algorithm; Bayesian Network; belief networks; conditional dependency; mission-critical applications; Neural Network (NN); outlier detection; Outlier Detection; Support Vector Machine (SVM); Wireless Sensor Network; wireless sensor networks; Wireless sensor networks; WSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 8th International Conference on Cloud Computing, Data Science Engineering (Confluence)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\PQ42IY7S\7389388.html,,,cloud computing; machine learning; security of data; Cloud computing; Machine Learning; Monitoring; Measurement; pattern classification; Support vector machines; Amazon Web Service; AWS; computing platforms; DevOps operations; entropy; Entropy; information technology-enabled capabilities; Internet technologies; logs; Logs; metrics data; metrics logs; non-intrusive anomaly detection; Non-intrusive anomaly detection; nonintrusive anomaly detection; performance metrics; Performance metrics; performance metrics streaming; public cloud services; Public clouds; Runtime; support vector machine; support vector machines; Web services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\SVD5M6A2\7528443.html,,,cloud computing; learning (artificial intelligence); security of data; Cloud computing; Machine Learning; Intrusion detection; intrusion detection systems; network traffic; Cloud Computing; Servers; Web services; anomaly detection accuracy; Anonymous proxy; anonymous Web proxies; business models; cloud-based machine learning; Companies; cost-efficient platforms; DP industry; IP address; IT industry; packet data; SSL/TLS encryption; Traffic analysis; Web proxy usage; Web service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 27th Irish Signals and Systems Conference (ISSC),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\CVMAAD2J\7794444.html,,,cloud computing; learning (artificial intelligence); machine learning; Machine learning algorithms; security of data; Cloud computing; anomaly detection; Training; Computational modeling; Algorithm design and analysis; big data; Big Data; network security; Bayes methods; support vector machines; decision tree; decision trees; Decision trees; File systems; Hadoop platform; HDFS; MapReduce; naïve Bayes; open source cloud computing framework; parallel processing; public domain software; SVM; Weka; Weka interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 10th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing (IMIS),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\D9VI8FD8\8564311.html,,,cloud computing; Cloud computing; Intrusion detection; Machine learning; system monitoring; virtual machines; big data; Big Data; computer network security; telecommunication computing; parallel processing; cloud environment; data analysis; host-based intrusion detection systems; intrusion detection; log analysis; log data analysis; parallel host log analysis; query processing; Spark; Spark SQL; Spark-based host log data processing; Sparks; SQL; Task analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 14th International Conference on Computational Intelligence and Security (CIS),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\IP77Q83L\8600389.html,,,cloud computing; learning (artificial intelligence); Machine learning algorithms; security of data; Anomaly detection; Cloud computing; Security; anomaly detection; Training; machine learning algorithms; statistical analysis; outlier detection; accuracy; advanced persistent threat actors; adversarial statistical learning mechanism; Adversarial statistical/machine learning; computational time; current anomaly detection systems; data poisoning attacks; detection rates; Dirichlet mixture model; Edge computing; false positive rates; fog computing; fog nodes; inject malicious instances; learning process; mixture models; NSL-KDD datasets; ODM-ADS mechanism; outlier Dirichlet mixture mechanism; outlier Dirichlet mixture-based ADS; outlier function; peer algorithms; Software as a service; statistical legitimate profile; training phase; UNSW-NB15 datasets; zero-day attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,,cloud computing; invasive software; learning (artificial intelligence); Malware; graph theory; Cloud computing; Security; virtualized infrastructures; feature extraction; Feature extraction; virtual machines; virtualisation; Big Data; HDFS; parallel processing; advanced attacks; attack features extraction; belief propagation; big data based security analytics; cloud security; Correlation; Databases; event correlation; graph-based event correlation; guest virtual machines; Hadoop Distributed File System; logistic regression; malware detection; MapReduce parser based identification; network logs; potential attack paths; random functions; rootkit detection; security analytics; security analytics approach; two-step machine learning; user application logs; virtualization security; Virtualized infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,,cloud computing; learning (artificial intelligence); machine learning; Machine learning algorithms; Cloud computing; Monitoring; anomaly detection; Data collection; Measurement; system monitoring; cloud; Decision trees; anomaly injection experiment; availability mechanism; cloud anomaly detection; cloud infrastructure; critical services; fault masking; fault tolerant computing; machine learning algorithm; metrics analysis; monitoring system; network function virtualization; outage detection; overload situation detection; reliability mechanism; service anomaly; service misbehavior; service quality requirement; Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 IEEE International Conference on Big Data (Big Data),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,,,,cloud computing; learning (artificial intelligence); machine learning; Machine learning algorithms; security of data; Cloud computing; Security; anomaly detection; pattern clustering; Support vector machines; Algorithm design and analysis; data mining; SVM; cloud security; Correlation; anomalies; Clustering algorithms; data leakages; external threats; internal threats; k-means clustering; nonmalicious categories; security threats; supervised learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 31st International Conference on Advanced Information Networking and Applications Workshops (WAINA),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\EQ9WYCXA\8442693.html,,,learning (artificial intelligence); Machine learning algorithms; Feature extraction; Intrusion detection; Machine learning; Firewalls (computing); IDS; pattern classification; machine learning algorithms; Adaptation models; computer network security; Bayes methods; entropy; decision trees; data security; feature selection; intrusion detection system; Software; Adaptive Boost; attackers & crook organizations; Dataset; digital network; Ensemble Approach; Entropy based analysis; Feature Selection; Filter Method; ID; IDS (Intrusion Detection System); KDDcup99; Naive Bayes; network threats; P ART; Partial Decision Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 8th International Conference on Cloud Computing, Data Science Engineering (Confluence)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\2CI52KKA\7890080.html,,,learning (artificial intelligence); security of data; Cloud computing; Machine Learning; Intrusion detection; Training; pattern classification; telecommunication traffic; network attacks; cyber-physical systems; machine learning techniques; artificial intelligence; Artificial neural networks; classification task; elimination task; Expert systems; Intrusion Detection System; KDD dataset; MCPS; medical cyber physical systems; medical information systems; network attack traffic; neural nets; neural network intrusion detection system; Neural Networks; prioritization task; Probes; supervised neural networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 19th International Conference on Advanced Communication Technology (ICACT),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\E8UBYGPB\8615255.html; C:\Users\mathe\Zotero\storage\SLU3TYAB\Schueller et al. - 2018 - A Hierarchical Intrusion Detection System using Su.pdf,,,Classification algorithms; cloud computing; machine learning; Machine learning algorithms; Cloud computing; Intrusion detection; Support vector machines; computer network security; support vector machine; support vector machines; intrusion detection system; software defined networking; anomaly detection algorithm; centralised programmable control plane; cloud based data centers; cloud data center; computer centres; DARPA intrusion detection dataset; data plane; dominant programmable network architecture; Engines; flow-based IDS; packet-based IDS; SDN network; software defined network; software-defined networks; support; vector machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 28th International Telecommunication Networks and Applications Conference (ITNAC),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\U4ENECCM\8628676.html,,,learning (artificial intelligence); machine learning; Machine learning algorithms; security of data; Data models; Machine Learning; Feature extraction; Intrusion detection; Training; IDS; network traffic; random forest; Support vector machines; support vector machines; SVM; feature selection; intrusion detection system; Intrusion Detection System; Network Security; NSLKDD; Random Forest; random forests; Recursive Feature Elimination; RFE; Support Vector Machine; Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 IEEE Symposium Series on Computational Intelligence (SSCI),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\89TPUAGI\8323930.html,,,Cloud computing; Machine Learning; Intrusion detection; Training; Artificial neural networks; Intrusion Detection System; MCPS; Neural Networks; Probes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 20th International Conference on Advanced Communication Technology (ICACT),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\VRAAXVAQ\8701238.html,,,classification; cloud computing; Cloud computing; Machine learning; Training; random forest; Computer crime; pattern classification; Support vector machines; machine learning algorithms; computer network security; Cloud Computing; Bayes methods; support vector machine; support vector machines; SVM; Weka; DDoS attack detection; Naive Bayes; Intrusion Detection System; Random Forest; random forests; DDoS; distribute denial of service attacks; Naïve Bayes; Protocols; Tor Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Amity International Conference on Artificial Intelligence (AICAI),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\MZRLTTX6\6969008.html,,,classification; Classification algorithms; cloud computing; intent model; invasive software; learning (artificial intelligence); machine learning; Machine learning algorithms; Malware; malware detection task; Mobile communication; mobile computing; mobile malware; Permission model; security threat; smart phones; Smart phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 IEEE 3rd International Conference on Cloud Networking (CloudNet),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\DBHZLQ3Q\8284731.html,,,cloud computing; learning (artificial intelligence); Machine learning algorithms; Cloud computing; Machine Learning; Security; Computer crime; Algorithm design and analysis; computer network security; Cloud Computing; decision tree; decision trees; Internet; Neural networks; DDoS attack detection; machine learning techniques; Protocols; attacker; cloud computing environments; cloud performance; Computers; DDoS attack; DDoS detection system; DDoS flooding attacks; DDoS threat; Distributed Denial of Service; end users; innocent compromised computers; Intrusion Detection; IT technology; legacy protocols; management organizations; on-demand resources; reduced infrastructure cost; signature detection techniques; signatures attacks; victim cloud infrastructures; Vulnerability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 3rd International Conference of Cloud Computing Technologies and Applications (CloudTech),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\ULE9684M\7813926.html,,,cloud computing; learning (artificial intelligence); machine learning; Machine learning algorithms; security of data; Cloud computing; Machine Learning; Cloud; Intrusion detection; IDS; Servers; Virtual machining; cloud environment; cloud security; intrusion detection system; Intrusion Detection System; Computer architecture; denial of service; detection efficiency; detection speed; malware code injection; parallelization; Parallelization; password cracking; scanning; security framework; virus; worm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016 International Conference on Computing, Communication and Automation (ICCCA)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\EVA7XUZP\7312172.html,,,cloud computing; Anomaly detection; Cloud computing; Machine learning; pattern classification; computer network security; Data mining; training phase; cloud security; intrusion detection system; protocols; attack detection rate; anomaly metric; bagging algorithm; cache poisoning attacks; cache storage; classification algorithms; cloud era; cloud services; DNS; DNS hijacking attacks; DNS protocol; DNS security; DNS traffic transition; DNS-IDS; finite state machine; finite state machines; Intrusion detection system; IP addresses; normal temporal statistics; operational costs; operational phase; state machine; Supervised training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 International Conference on Cloud and Autonomic Computing,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\NNERGH5G\8442438.html,,,machine learning; feature extraction; Feature extraction; Machine learning; Support vector machines; entropy; support vector machine; support vector machines; SVM; neural nets; approximate entropy; brain electrical activity; CHB-MIT database; Classification; EEG data; electroencephalograms; electroencephalography; Electroencephalography; Electroencephalography (EEG); K-nearest neighbor; linear discriminant classifier; machine learning based generalized automated seizure detection system; Mathematical model; medical disorders; medical signal detection; medical signal processing; nearest neighbour methods; nonlinear features; nonseizure signals; PNN classifier; preliminary seizure detection; probabilistic neural network; sample entropy; seizure; seizure diagnosis; Sensitivity; signal classification; signal decomposition; standard deviation; Standards; supervised machine learning classifiers; trees (mathematics); wavelet decomposition; wavelet decomposition tree; wavelet transforms; wavelet-coefficients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 8th International Conference on Cloud Computing, Data Science Engineering (Confluence)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\DAMZDQVJ\7987186.html,,,cloud computing; learning (artificial intelligence); Machine learning algorithms; Cloud computing; Machine Learning; Virtual machine monitors; Feature extraction; virtual machines; network traffic; Computer crime; computer network security; Cloud Computing; Cloud Provider; cloud server hypervisor; DDOS attack; denial of service attacks; machine learning based DDoS attack detection; network packages; network security; Servers; statistical analysis; statistical information; telecommunication computing; Virtual Machine Monitor; Virtual machining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE 4th International Conference on Cyber Security and Cloud Computing (CSCloud),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\VHHJN845\6903245.html,,,cloud computing; Machine learning algorithms; Intrusion detection; Training; machine learning algorithms; intrusion detection; anomaly-based IDS; cloud networks; digital signatures; Educational institutions; ensemble systems; information security; intrusion detection system; security; signature-based IDS; Training data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 IEEE World Congress on Services,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\KLJU5GPD\7828482.html,,,cloud computing; invasive software; learning (artificial intelligence); machine learning; Malware; Cloud computing; Machine Learning; Monitoring; Security; Virtual machine monitors; virtual machines; Virtual machining; decision trees; cloud environment; Databases; Cloud Security; Intrusion Detection; Anomaly Detection; decision tree C 4.5; malicious system call sequence detection; malware attacks; MSCSD; n-gram patterns; pattern recognition; program diagnostics; program-behavior analysis; System call Analysis; systems call analysis; virtual machine security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 IEEE 18th International Conference on High Performance Computing and Communications; IEEE 14th International Conference on Smart City; IEEE 2nd International Conference on Data Science and Systems (HPCC/SmartCity/DSS),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\GU85UMJL\7389649.html,,,cloud computing; security of data; unsupervised learning; Cloud computing; Data models; anomaly detection; pattern clustering; firewalls; Algorithm design and analysis; machine learning algorithms; Adaptation models; Cloud Computing; decision trees; Decision trees; cloud environment; Clustering algorithms; Intrusion Detection System; adaptive network intrusion detection approach; attack signatures; DARPA 2000 data set; data mining algorithms; Decision Tree; decision tree-based detection model; Detectors; Internet attacks; KDD Cup 1999 data set; malicious flow; network intrusion systems; spectral clustering; Spectral Clustering; unlabeled data; unsupervised learning algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 International Carnahan Conference on Security Technology (ICCST),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\QAL3I2V3\8261188.html,,,deep learning; cloud computing; learning (artificial intelligence); Mobile communication; mobile computing; smart phones; Data models; Machine learning; big data; Servers; mobile cloud computing; Mobile handsets; object detection; neural nets; computer vision; computing power; Deep Neural Network; distributed scheduling; DNN model training; Load modeling; mobile devices; model scheduling algorithm; object detection system; real-time systems; scheduling; smartphones; Streaming media; video processing; video signal processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 17th International Symposium on Communications and Information Technologies (ISCIT),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\PMT98D6L\8634751.html,,,cloud computing; mobile computing; Cloud computing; Machine Learning; Cloud; object detection; Surveillance; Streaming media; Bird Eyes; Birds; Cameras; cloud-based object detection system; customisable surveillance; Customisation; event detection; Hardware; Object detection; Object Detection; phones; surveillance systems; video streaming; video surveillance; Video Surveillance; YOLO; You Only Look Once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 International Conference on Image and Vision Computing New Zealand (IVCNZ),,,,,,,,,,,,,,,
